BEng_Prog,Host_Institution,Country,Course_Code_Host,Course_Title_Host,Course_Code_HKU,Course_Title_HKU,Remarks
CompSc,New South Wales (University of),Australia,COMP9444,Neural Networks and Deep Learning,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CivE,New South Wales (University of),Australia,CRIM1010,Criminology: An Introduction,SOCI2071,Criminology,
CivE,New South Wales (University of),Australia,CVEN2303,Structural Analysis and Modelling,CIVL2112,Structural analysis,
CivE,New South Wales (University of),Australia,CVEN3031,Civil and environmental engineering practice,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,CVEN3202,Soil mechanics,CIVL20106,Soil mechanics,
CivE,New South Wales (University of),Australia,CVEN3203,Applied Geotechnics and Engineering Geology,CIVL2102,Engineering geology and rock mechanics,
CivE,New South Wales (University of),Australia,CVEN3203,Applied Geotechnics and Engineering Geology,CIVL3108,Foundation engineering,
CivE,New South Wales (University of),Australia,CVEN3303,Steel Structures,CIVL3116,Steel structures,
CivE,New South Wales (University of),Australia,CVEN3304,Concrete Structures,CIVL2113,Structural design,
CivE,New South Wales (University of),Australia,CVEN3401,Sustainable Transport and Highway Engineering,CIVL3120,Transportation infrastructure engineering,
CivE,New South Wales (University of),Australia,CVEN3501,Water Resources Engineering,CIVL3121,Water resources engineering,
CivE,New South Wales (University of),Australia,CVEN3502,Water and Wastewater Engineering,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,CVEN3701,"Environmental Frameworks, Law and Economics",CIVL3107,Environmental impact assessment of civil engineering projects,
CivE,New South Wales (University of),Australia,CVEN3702,Solid Wastes and Contaminant Transport,CIVL3115,Solid and hazardous waste management,
CivE,New South Wales (University of),Australia,CVEN3731,Environmental engineering practice,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,CVEN4103,Engineering contracts,CIVL3125,Law for civil engineers,
CivE,New South Wales (University of),Australia,CVEN4204,Ground Improvement and Monitoring Techniques,CIVL3133,Ground improvement,
CivE,New South Wales (University of),Australia,CVEN4308,Structural Dynamics,CIVL3128,Structural dynamics and earthquake engineering,
CivE,New South Wales (University of),Australia,CVEN4309,Sustainable Timber Engineering,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,CVEN4703,Advanced Water Quality Principles,CIVL3111,Municipal and industrial waste treatment,
CivE,New South Wales (University of),Australia,CVEN9806,Prestressed Concrete Design,CIVL3112,Prestressed concrete structures,
CivE,New South Wales (University of),Australia,CVEN9809,Reinforced Concrete Design,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,DART1230,Moving image 1,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,ECON1101,Microeconomics 1,ECON1210,Introductory microeconomics,
CivE,New South Wales (University of),Australia,ECON1102,Macroeconomics 1,ELECTIVE,Elective course in BEng(CivE) programme,
ME,New South Wales (University of),Australia,ELEC2133,Analogue Electronics,MECH3406,Electrical and electronic engineering,
EE,New South Wales (University of),Australia,ELEC3111,Distributed Energy Generation,EEXXXX,Discipline elective course in BEng(EE) programme,
EngSc,New South Wales (University of),Australia,ELEC3114,Control Systems,ELEC3245,Control and instrumentation,
EE,New South Wales (University of),Australia,ELEC4613,Electrical Drive Systems,ELEC4144,Electric vehicle technology,
EE,New South Wales (University of),Australia,ELEC4632,Compute Control Systems,ELEC4250,Control systems,
CompSc,New South Wales (University of),Australia,FINS1613,Business Finance,FINA1310,Corporate Finance,
EngSc,New South Wales (University of),Australia,FINS2624,Portfolio Management,FINA2320,Investments and Portfolio Analysis,
CivE,New South Wales (University of),Australia,GEOS1111,Fundamentals of Geology,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,New South Wales (University of),Australia,GEOS2021,Human origins and prehistory,ELECTIVE,Elective course in BEng(CivE) programme,
ME,New South Wales (University of),Australia,MANF3100,Product and Manufacturing Design,MECH3427,Design and manufacture,
ME,New South Wales (University of),Australia,MANF3100,Product and Manufacturing Design,MECH4412,Product design and development,
CompSc,New South Wales (University of),Australia,MARK1012,Marketing Fundamentals,MKTG2501,Introduction to marketing,
ME,New South Wales (University of),Australia,MATH3121,Mathematical Methods and Partial Differential Equations,MECH3407,Advanced partial differential equation and complex variables,
ME,New South Wales (University of),Australia,MECH4305,Fundamental and Advanced Vibration Analysis,MECH4428,Sound and vibration,
ME,New South Wales (University of),Australia,MMAN3200,Linear Systems and Control,MECH3418,Dynamics and control,
ME,New South Wales (University of),Australia,MMAN3400,Mechanics of Solids 2,MECH3409,Mechanics of solids,
CivE,Queensland (University of),Australia,CIVL2410,Sustainable Transport Engineering - Traffic Analysis,CIVL3119,Traffic engineering,
CivE,Queensland (University of),Australia,CIVL3210,Geotechnical Engineering,CIVL3108,Foundation engineering,
CivE,Queensland (University of),Australia,ECON1010,Introductory microeconomics,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Queensland (University of),Australia,FIRE3700,Introduction to Fire Safety Engineering,CIVL3130,Structural fire engineering,
CivE,Queensland (University of),Australia,SPAN1010,Introductory Spanish A,ELECTIVE,Elective course in BEng(CivE) programme,
ME,Sydney (University of ),Australia,COMP2123,Data Structures and Algorithms,COMP2119,Introduction to Data Structures and Algorithms,
CompSc,Sydney (University of ),Australia,COMP2922,"Programming languages, logic and models",COMP3259,Principles of programming language,
ME,Sydney (University of ),Australia,COMP3308,Introduction to artificial intelligence,COMP3270,Artificial intelligence,
CompSc,Sydney (University of ),Australia,DATA1001,Foundsation of data science,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,Sydney (University of ),Australia,ECMT1020,Introduction to econometrics,ECON2280,Introductory econometrics,
CompSc,Sydney (University of ),Australia,ELEC2104,Electronic Devices and Circuits,ELEC2346,Electric circuit theory,
EE,Sydney (University of ),Australia,ELEC3203,Electricity Networks,ELEC3141,Power transmission and distribution,
EE,Sydney (University of ),Australia,ELEC3204,Power Electronics and Applications,ELEC3143,Power electronics,
EE,Sydney (University of ),Australia,ELEC3206,Electrical energy conversion systems,ELEC3142,Electrical energy conversion,
EE,Sydney (University of ),Australia,ELEC3304,Control,ELEC3245,Control and instrumentation,
EE,Sydney (University of ),Australia,ELEC3305,Digital Signal Processing,ELEC3244,Digital signal processing,
EE,Sydney (University of ),Australia,ELEC3405,Communications Electronics and Photonics,ELEC4248,Photonic systems technologies,
EE,Sydney (University of ),Australia,ELEC3505,Communications,ELEC3242,Communications engineering,
EE,Sydney (University of ),Australia,ELEC3608,Computer Architecture,ELEC3441,Computer architecture,
EE,Sydney (University of ),Australia,INFO1105,Data Structures,COMP2119,Introduction to Data Structures and Algorithms,
CompSc,Sydney (University of ),Australia,INFO1113,Object-oriented programming,COMP2396,Object-oriented programming and Java,
CompSc,Sydney (University of ),Australia,INFO3315,Human-computer Interaction,ELEC3641,Human computer interaction,
EE,Sydney (University of ),Australia,MATH1004,Discrete Mathematics,COMP2121,Discrete Mathematics,
ME,Sydney (University of ),Australia,MECH3660,Manufacturing engineering,MECH3427,Design and manufacture,
CompSc,Western Australia (University of),Australia,ACCT1101,Financial Accounting,ACCT1101,Introduction to Financial Accounting,
CompSc,Western Australia (University of),Australia,CITS3002,Networks and Security,COMP3234,Computer and communication networks,
CompSc,Western Australia (University of),Australia,CITS3403,Agile Web Development,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,Western Australia (University of),Australia,ECON2233,Microeconomics: Policy and Applications,ECON2210,Microeconomic Theory,
CompSc,Western Australia (University of),Australia,STAT1520,Economic and Business Statistics,ECON1280,Analysis of economic data,
CivE,Auckland (University of),New Zealand,ACCTG 101,Accounting information,ELECTIVE,Elective course in BEng(CivE) programme,
EE,Auckland (University of),New Zealand,COMPSCI 220,Algorithms and Data Structures,COMP2119,Introduction to data structures and algorithms,
EE,Auckland (University of),New Zealand,COMPSCI 225,Discrete Structures in Mathematics and Computer Science COMP2121,ELECTIVE,Discrete mathematics,
EE,Auckland (University of),New Zealand,COMPSCI 230,Object Oriented Software Development,COMP2123,Programming technologies and tools,
EE,Auckland (University of),New Zealand,ELECTENG 722,Modern Control Systems,ELEC4250,Control systems,
EE,Auckland (University of),New Zealand,ELECTENG 731,Power Systems,ELEC4147,Power system analysis and control,
EE,Auckland (University of),New Zealand,ELECTENG 732,Communication Systems,ELEC3242,Communications engineering,
EE,Auckland (University of),New Zealand,ELECTENG 733,Digital Signal Processing,ELEC3244,Digital signal processing,
EE,Auckland (University of),New Zealand,ELECTENG 734,Power Electronics,ELEC3143,Power electronics,
CivE,Auckland (University of),New Zealand,ENVSCI 101,"Environment, science and management",ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Auckland (University of),New Zealand,INFOSYS 110,Digital Systems,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Auckland (University of),New Zealand,STATS 100,Concepts in Statistics,ELECTIVE,Elective course in BEng(CivE) programme,
ME,Alberta (University of),Canada,ENG M 401,Financial Management for Engineers,MECH4410,Engineering & technology management,
ME,Alberta (University of),Canada,ENG M 402,Project Management and Entrepreneurship,BBSE4409,Project management and engineering economics,
ME,Alberta (University of),Canada,MATH 300,Advanced Boundary Value Problems I,MECH3407,Advanced partial differential equation and complex variables,
ME,Alberta (University of),Canada,MEC E 331,Fluid Mechanics I,MECH3408,Mechanics of fluids,
ME,Alberta (University of),Canada,MEC E 340,Applied Thermodynamics,MECH3402,Engineering thermodynamics,
ME,Alberta (University of),Canada,MEC E 360,Mechanical Design II,MECH3427,Design and manufacture,
ME,Alberta (University of),Canada,MEC E 380,Advanced Strength of Materials I,MECH3409,Mechanics of solids,
ME,Alberta (University of),Canada,MEC E 443,Energy Conversion,MECH4409,Energy conversion systems,
ME,Alberta (University of),Canada,MEC E 451,Vibrations and Sound,MECH4428,Sound and vibration,
ME,Alberta (University of),Canada,MEC E 466,Building Systems Design,MECH3423,Building services engineering II,
IELM,British Columbia (University of),Canada,APSC 440,Management Fundamentals for Technology-Based Product Marketing and DevelopmentIMSE2114,ELECTIVE,Product development,
CivE,British Columbia (University of),Canada,CIVL 300,Construction Engineering and Management,CIVL2108,Principles of civil engineering management,
CivE,British Columbia (University of),Canada,CIVL 301,Modelling and Decision-Making in Civil Engineering,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 305,Introduction to Environmental Engineering,CIVL3107,Environmental impact assessment of civil engineering projects,
CivE,British Columbia (University of),Canada,CIVL 332,Structural Analysis,CIVL2112,Structural analysis,
CivE,British Columbia (University of),Canada,CIVL 340,Transportation Engineering I,CIVL2111,Transportation engineering,
CivE,British Columbia (University of),Canada,CIVL 403,Engineering Economic Analysis,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 406,Water Treatment and Waste Management,CIVL3111,Wastewater treatment,
CivE,British Columbia (University of),Canada,CIVL 408,Geo-Environmental Engineering,CIVL3134,Environmental geotechnology,
CivE,British Columbia (University of),Canada,CIVL 410,Foundation Engineering I,CIVL3108,Foundation engineering,
CivE,British Columbia (University of),Canada,CIVL 415,Water Resource Engineering,CIVL3121,Water resources engineering,
CivE,British Columbia (University of),Canada,CIVL 416,Environmental Hydraulics,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 420,Concrete Technology,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 422,Project Based Learning in Civil Engineering Materials,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 425,Case Studies of Construction Methods,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,CIVL 440,Transportation Engineering II,CIVL3119,Traffic engineering,
IELM,British Columbia (University of),Canada,COMM 205,Introduction to Management Information Systems,IMSE2113,Information systems,
CompSc,British Columbia (University of),Canada,CPSC 317,Internet Computin,COMP3234,Computer and communication networks,
CompSc,British Columbia (University of),Canada,CPSC 320,Intermediate Algorithm Design and Analysi,COMP3250,Design and analysis of algorithms,
CompSc,British Columbia (University of),Canada,CRWR 200,Introduction to Creative Writing,ELECTIVE,Elective course in BEng(CompSc) programme,
CompSc,British Columbia (University of),Canada,DSCI 100,Introduction to Data Science,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CivE,British Columbia (University of),Canada,ECON 101,Principles of Microeconomics,ELECTIVE,Elective course in BEng(CivE) programme,
ElecE,British Columbia (University of),Canada,ECON 102,Principles of Macroeconomics,ECON1220,Introductory Macroeconomics,
ElecE,British Columbia (University of),Canada,ELEC 315,Electronic Materials and Devices,ELEC3347,Electronic Materials and Quantum Physics,
CivE,British Columbia (University of),Canada,FREN 101,Beginners' French I,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,MATH 257,Partial Differential Equations,ELECTIVE,Elective course in BEng(CivE) programme,
IELM,British Columbia (University of),Canada,MECH 431,Engineering Economics,ELECTIVE,Elective course in BEng(IELM) programme,
IELM,British Columbia (University of),Canada,MECH 496,Engineering Management,IMSE3118,Industrial organization and management,
CivE,British Columbia (University of),Canada,MINE 310,Surface Mining and Design,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,British Columbia (University of),Canada,SOCI 250,Crime and Society,ELECTIVE,Elective course in BEng(CivE) programme,
CompSc,British Columbia (University of),Canada,SPAN 101,Beginners' Spanish I,ELECTIVE,Elective course in BEng(CompSc) programme,
CivE,Calgary (University of),Canada,ENCI 402,Hydraulics,CIVL2104,Hydraulics and hydrology,
CivE,Calgary (University of),Canada,ENCI 451,Structural Engineering I,CIVL2112,Structural analysis,
CivE,Calgary (University of),Canada,ENCI 473,Transportation Engineering I,CIVL2111,Transportation engineering,
CivE,Calgary (University of),Canada,ENCI 551,Structural Engineering II,CIVL2112,Structural analysis,
CivE,Calgary (University of),Canada,ENCI 581,Environmental Engineering II,CIVL3111,Wastewater treatment,
CivE,Calgary (University of),Canada,ENGG 209,Engineering Economics,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,ENGG 311,Engineering Thermodynamics,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,ENME 341,Fundamentals of Fluid Mechanics,CIVL2104,Hydraulics and hydrology,
ME,Calgary (University of),Canada,ENME 461,Foundation of Mechatronics,MECH4404,Elective course in BEng(ME) programme,
ME,Calgary (University of),Canada,ENME 471,Heat Transfer,MECH4411,Heat Transfer,
ME,Calgary (University of),Canada,ENME 479,Mechanics of Deformable Solids II,MECH3409,Mechanics of solids,
ME,Calgary (University of),Canada,ENME 493,Machine Component Design,MECH3427,Design and manufacture,
ME,Calgary (University of),Canada,ENME 547,Finite Element Method,MECH4415,Applied stress and strength analysis,
CivE,Calgary (University of),Canada,ENTI 201,Introduction to Business Venturing,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,GEOG 204,Global Environmental Change,GEOG1016,Nature conservation for sustainable societies,
CivE,Calgary (University of),Canada,GLGY 343,3D Geologic Structures and Methods,CivEXXXX,Discipline elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,GLGY 471,"Geology, Engineering, and the Environment",ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,MKTG 341,Introduction to Marketing,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,UBST 253,Introduction to Cities,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,Calgary (University of),Canada,,,ELECTIVE,,
CivE,Calgary (University of),Canada,ENCI 473,,ELECTIVE,,
CivE,Calgary (University of),Canada,ENCI 565,,ELECTIVE,,
ME,McGill University,Canada,ARTH 215,Introduction to Modern Art,ELECTIVE,Elective course in BEng(ME) programme,
CivE,McGill University,Canada,CHEE 315,Heat and Mass Transfer,ELECTIVE,Elective course in BEng(CivE) programme,
CivE,McGill University,Canada,CIVE 318,Structrual Engineering 2,CIVL2113,Structural design,
CivE,McGill University,Canada,CIVE 319,Transportation Engineering,CIVL2111,Transportation engineering,
CivE,McGill University,Canada,CIVE 324,Sustainable Project Management,CIVL3103,Construction project management,
CivE,McGill University,Canada,CIVE 327,Fluid Mechanics & Hydraulics,CIVL3106,Engineering hydraulics,
CivE,McGill University,Canada,CIVE 416,Geotechnical Engineering,CIVL3131,Earth retaining system,
ME,McGill University,Canada,CIVE 428,Water Resources and Hydraulic Engineering,CIVL3106,Engineering hydraulics,
ME,McGill University,Canada,CIVE 430,Water Treatment and Pollution Control,CIVL3111,Wastewater treatment,
CivE,McGill University,Canada,CIVE 550,Water Resources Management,CIVL3121,Water resources engineering,
CompSc,McGill University,Canada,COMP 307,Principles of web development,COMP3322,Modern technologies on world wide web,
CompSc,McGill University,Canada,COMP 310,Operating Systems,COMP3230,Principles of operating systems,
CompSc,McGill University,Canada,COMP 321,Programming Challenges,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,McGill University,Canada,COMP 360,Algorithm Design,COMP3250,Design and analysis of algorithms,
CompSc,McGill University,Canada,COMP 535,Computer Networks 1,COMP3234,Computer and communication networks,
CompSc,McGill University,Canada,COMP 551,Applied Machine Learning,COMP3314,Machine learning,
ME,McGill University,Canada,EAST 212,Introduction: East Asian Culture: Japan,ELECTIVE,Elective course in BEng(ME) programme,
CompSc,McGill University,Canada,ECON 208,Microeconomic Analysis and Applications,ECON1210,Introductory microeconomics,
ElecE,McGill University,Canada,ECSE 306,Fundamentals of Signals and Systems,ELEC3241,Signal and linear systems,
ElecE,McGill University,Canada,ECSE 321,Introduction to Software Engineering,COMP3297,Introduction to software engineering,
ElecE,McGill University,Canada,ECSE 330,Introduction to Electronics,ELEC3346,Electronic circuits,
ElecE,McGill University,Canada,ECSE 331,Electronics,ELEC3346,Electronic circuits,
ElecE,McGill University,Canada,ECSE 352,Electromagnetic Waves,ELEC3247,Engineering electromagnetism,
ElecE,McGill University,Canada,MATH 203,Principles of Statistics 1,STAT1603,Introductory statistics,
ME,McGill University,Canada,MECH 314,Dynamics of Mechanisms,MECH3418,Dynamics and control,
ME,McGill University,Canada,MECH 321,Mechanics of Deformable Solids,MECH3409,Mechanics of solids,
ME,McGill University,Canada,MECH 331,Fluid Mechanics 1,MECH3408,Mechanics of fluids,
ME,McGill University,Canada,MECH 341,Thermodynamics 2,MECH3402,Engineering thermodynamics,
ME,McGill University,Canada,MECH 346,Heat Transfer,MECH4411,Heat transfer,
ME,McGill University,Canada,MECH 383,Applied Electronics and Instrumentation,MECH3406,Electrical and electronic engineering,
ME,McGill University,Canada,MECH 393,Design 2: Machine Element Design,MECH3427,Design and manufacture,
ME,McGill University,Canada,MECH 412,System Dynamics and Control,MECH3418,Dynamics and control,
ME,McGill University,Canada,MECH 430,Fluid Mechanics 2,MECH3408,Mechanics of fluids,
CompSc,McGill University,Canada,MGCR 211,Introduction to Financial Accounting,ACCT1101,Introduction to financial accounting,
CivE,McGill University,Canada,MGCR 331,Information Systems,IIMT2601,Management information systems,
CivE,McGill University,Canada,MGPO469,Managing Globalization,CCGL9022,Global issues,
ElecE,McGill University,Canada,MIME262,Properties of Materials in Electrical Engineering,ELEC3347,Electronic materials and quantum physics,
CompSc,McGill University,Canada,MUSR201,Audio Production Essentials,ELECTIVE,Elective course in BEng(CompSc) programme,
ME,"Queen’s University, Kingston",Canada,APSC 221,Economics and Business Practices in Engineering,MECH4410,Engineering & technology management,
CE,"Queen’s University, Kingston",Canada,CISC 223,Software Specifications,COMP3297,Introduction to software engineering,
CompSc,"Queen’s University, Kingston",Canada,CISC 251,Data Analytics,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,"Queen’s University, Kingston",Canada,CISC 324,Operating Systems,COMP3230,Principles of operating systems,
CE,"Queen’s University, Kingston",Canada,CISC 332,Database Management Systems,COMP3278,Introduction to database management systems,
CompSc,"Queen’s University, Kingston",Canada,CISC 352,Artificial Intelligence,COMP3270,Artificial intelligence,
CompSc,"Queen’s University, Kingston",Canada,CISC 365,Algorithms I,COMP3250,Design and analysis of algorithms,
CompSc,"Queen’s University, Kingston",Canada,CISC 372,Advanced Data Analytics,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,"Queen’s University, Kingston",Canada,CISC 452,Neural and Genetic Computing,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CompSc,"Queen’s University, Kingston",Canada,CISC 457,Image Processing and Computer Vision,CompScXXXX,Discipline elective course in BEng(CompSc) programme,
CivE,"Queen’s University, Kingston",Canada,CIVL 331,Structural Steel Design,CIVL3116,Steel structures,
CivE,"Queen’s University, Kingston",Canada,CIVL 341,Geotechnical Engineering II,CIVL3108,Foundation engineering,
CivE,"Queen’s University, Kingston",Canada,CIVL 360,Civil Engineering Design and Practice III,CIVL3118,Theory and design of structures III,
CivE,"Queen’s University, Kingston",Canada,CIVL 372,Water and Wastewater Engineering,CIVL3111,Wastewater treatment,
CivE,"Queen’s University, Kingston",Canada,CIVL 436,Prestressed Concrete,CIVL3112,Prestressed concrete structures,
CivE,"Queen’s University, Kingston",Canada,CIVL 473,Water Resources Systems,CIVL3121,Water resources engineering,
CompSc,"Queen’s University, Kingston",Canada,CMPE 458,Programming Language Processor,COMP3235,Compiling techniques,
CE,"Queen’s University, Kingston",Canada,ELEC 274,Computer Architecture,ELEC3441,Computer architecture,
EE,"Queen’s University, Kingston",Canada,ELEC 279,Object Oriented Programming,ELEC2543,Object-oriented programming and data structures,
EE,"Queen’s University, Kingston",Canada,ELEC 280,Fundamental of Electromagnetics,ELEC2243,Introduction to electricity and magnetism,
EE,"Queen’s University, Kingston",Canada,ELEC 372,Numerical Methods & Optimization,ELEC3846,Numerical methods and optimization,
CE,"Queen’s University, Kingston",Canada,ELEC 373,Computer Networks,COMP3234,Computer and communication networks,
CivE,"Queen’s University, Kingston",Canada,MECH 341,Fluid Mechanics II,CIVL2104,Hydraulics and hydrology,
ME,"Queen’s University, Kingston",Canada,MECH 341,Fluid Mechanics II,MECH3408,Mechanics of fluids,
ME,"Queen’s University, Kingston",Canada,MECH 346,Heat Transfer,MECH4411,Heat transfer,
ME,"Queen’s University, Kingston",Canada,MECH 350,Automatic Control,MECH4404,Automatic control,
